(R) Hippocampal formation slice 1 time (s),(R) Hippocampal formation slice 1 amplitude,(R) Hypothalamus slice 1 time (s),(R) Hypothalamus slice 1 amplitude,(R) IsocortexUD slice 1 time (s),(R) IsocortexUD slice 1 amplitude,(R) Pallidum slice 1 time (s),(R) Pallidum slice 1 amplitude,(R) Striatum slice 1 time (s),(R) Striatum slice 1 amplitude,(R) Thalamus slice 1 time (s),(R) Thalamus slice 1 amplitude
0.4,0.154860123222883,0.4,0.148690684983353,0.4,0.0811285796122882,0.4,0.0183093981637618,0.4,0.109337792758532,0.4,0.170001037847376
1.4,0.153771494698415,1.4,0.149776719889999,1.4,0.0794825778611196,1.4,0.0184641074617196,1.4,0.108976398644086,1.4,0.169623304624407
2.4,0.152820374734229,2.4,0.150712197179365,2.4,0.0780565040836919,2.4,0.0186149501113181,2.4,0.108642884976148,2.4,0.16929600723089
3.4,0.152114446296132,3.4,0.151435539907485,3.4,0.0769608198913526,3.4,0.0187474221280248,3.4,0.108365419147007,3.4,0.169052973278321
4.4,0.151728412300084,4.4,0.151915229046966,4.4,0.0762509152610429,4.4,0.0188508239974758,4.4,0.108160698843701,4.4,0.168918526125175
5.4,0.151707901899721,5.4,0.152153269133435,5.4,0.0759280057189824,5.4,0.0189200582958773,5.4,0.108032417011397,5.4,0.168907971787205
6.4,0.152047579466584,6.4,0.152180956457357,6.4,0.0759407082059264,6.4,0.0189552189232273,6.4,0.10797204169182,6.4,0.169017866558183
7.4,0.152722378921622,7.4,0.152053906782669,7.4,0.0762085104138973,7.4,0.0189616310594176,7.4,0.107963913372159,7.4,0.169236793531613
8.4,0.153680182112063,8.4,0.151836458400659,8.4,0.0766371923252073,8.4,0.0189479302103494,8.4,0.107990048885457,8.4,0.169547275583328
9.4,0.154860178997365,9.4,0.151596012044622,9.4,0.07713818773937,9.4,0.0189245223211829,9.4,0.108035182832669,9.4,0.169923403015666
10.4,0.156200218280582,10.4,0.151391331507688,10.4,0.0776435643485926,10.4,0.018901303849688,10.4,0.108091168055651,10.4,0.170340875724589
11.4,0.157636649668078,11.4,0.151266722071845,11.4,0.0781110216697077,11.4,0.0188867194259639,11.4,0.108156437610667,11.4,0.170779335241879
12.4,0.159118294953488,12.4,0.151249312237253,12.4,0.0785231338179007,12.4,0.018885581272036,12.4,0.108235328496009,12.4,0.171221595835031
13.4,0.160585072666701,13.4,0.151348382727773,13.4,0.0788819883851721,13.4,0.0189001642856256,13.4,0.108333433864739,13.4,0.171656699763618
14.4,0.161981517111741,14.4,0.151558676687628,14.4,0.0791988662481769,14.4,0.0189308781839518,14.4,0.10845434706298,14.4,0.172077155329228
15.4,0.163243856419987,15.4,0.151861070099272,15.4,0.0794831424541817,15.4,0.018975788999657,15.4,0.108593581771908,15.4,0.172473016666657
16.4,0.164310678795239,16.4,0.152228681208164,16.4,0.0797400961897504,16.4,0.0190333211726349,16.4,0.108741609590642,16.4,0.172838389311861
17.4,0.165122433758396,17.4,0.152628960654772,17.4,0.0799646210863523,17.4,0.0191003392595002,17.4,0.108881330406168,17.4,0.173164442867394
18.4,0.16562709796743,18.4,0.153025827250466,18.4,0.0801435676024524,18.4,0.0191745883759198,18.4,0.108995014737125,18.4,0.173443316565671
19.4,0.165794779670791,19.4,0.153385836779572,19.4,0.0802623283687083,19.4,0.0192537675463905,19.4,0.109067112594883,19.4,0.173667561307137
20.4,0.165617997213559,20.4,0.153677197057337,20.4,0.0803065533509768,20.4,0.0193361238905686,20.4,0.109090569251028,20.4,0.173832153407112
21.4,0.165124968154003,21.4,0.153879226711377,21.4,0.0802727703962442,21.4,0.0194187501390867,21.4,0.109067172233919,21.4,0.173936500340241
22.4,0.164377568724478,22.4,0.153980317280937,22.4,0.0801667702315961,22.4,0.0194996640764303,22.4,0.109011920586505,22.4,0.173985752440594
23.4,0.163460605015793,23.4,0.153981626440157,23.4,0.080004691700351,23.4,0.0195755081682228,23.4,0.108946417787356,23.4,0.173988304138392
24.4,0.162497108467117,24.4,0.153898478940015,24.4,0.0798157843554881,24.4,0.0196440749991712,24.4,0.108896014083865,24.4,0.173960701209096
25.4,0.161607168097761,25.4,0.153755532455984,25.4,0.0796300976875951,25.4,0.0197026224837419,25.4,0.108881751232133,25.4,0.173919681329166
26.4,0.160918181339737,26.4,0.153584778703537,26.4,0.0794787583105784,26.4,0.0197494233682245,26.4,0.108917978971153,26.4,0.173884723285686
27.4,0.160533391557673,27.4,0.153417111304269,27.4,0.0793860515769385,27.4,0.0197830710336164,27.4,0.109005192570848,27.4,0.173872420012615
28.4,0.160523735626559,28.4,0.153277852420626,28.4,0.0793653305754857,28.4,0.0198030707919017,28.4,0.109132071201274,28.4,0.17389418632711
29.4,0.160911602013096,29.4,0.153179278087514,29.4,0.0794204341899089,29.4,0.019809465201905,29.4,0.109277569400486,29.4,0.17395591347267
30.4,0.161663415045421,30.4,0.153122254891868,30.4,0.0795351912155875,30.4,0.0198034926222223,30.4,0.109414831870923,30.4,0.174055043263945
31.4,0.16269483305639,31.4,0.153094760430339,31.4,0.0796901959307943,31.4,0.0197868589284206,31.4,0.109519816743172,31.4,0.174182577223302
32.4,0.163877895611201,32.4,0.153076830028938,32.4,0.0798566989753045,32.4,0.0197612148068275,32.4,0.109573331598357,32.4,0.174325257042406
33.4,0.165063913413354,33.4,0.153048502694314,33.4,0.0800098324684961,33.4,0.0197292748352235,33.4,0.109569233795945,33.4,0.174467991505449
34.4,0.166094774903624,34.4,0.152993658727369,34.4,0.0801240679078045,34.4,0.0196935951828043,34.4,0.109512838089168,34.4,0.174593609435203
35.4,0.166850687863498,35.4,0.152911845834288,35.4,0.0801876117696709,35.4,0.0196573129083599,35.4,0.109421655197339,35.4,0.174692912336525
36.4,0.167243888861637,36.4,0.152810405461544,36.4,0.080197676364421,36.4,0.0196226927761994,36.4,0.109318485816058,36.4,0.174759321051174
37.4,0.167252135181376,37.4,0.152711341042428,37.4,0.0801654851691082,37.4,0.0195918906500346,37.4,0.109229598401742,37.4,0.174793012563679
38.4,0.166910521894849,38.4,0.152640478616078,38.4,0.080108072980763,38.4,0.0195662147013577,38.4,0.109176911430051,38.4,0.17479646773356
39.4,0.166305763775353,39.4,0.152623156002538,39.4,0.08004836175068,39.4,0.019546185687789,39.4,0.109174557126262,39.4,0.174776647401022
40.4,0.165563657742155,40.4,0.152676491458303,40.4,0.0800100907958872,40.4,0.0195323580835498,40.4,0.109225286414532,40.4,0.174744733546423
41.4,0.164806918752636,41.4,0.152801491727145,41.4,0.0800089069584446,41.4,0.0195237300299662,41.4,0.109321142905805,41.4,0.174707521189199
42.4,0.16415241375865,42.4,0.152984722765139,42.4,0.0800551609684628,42.4,0.0195200641420628,42.4,0.109445553305413,42.4,0.174673983312156
43.4,0.163667603770816,43.4,0.153198377143977,43.4,0.0801468344876654,43.4,0.0195212429994012,43.4,0.109575993607744,43.4,0.174646600179706
44.4,0.163373459387163,44.4,0.153407640446412,44.4,0.0802759873402675,44.4,0.0195275688833136,44.4,0.109689155954103,44.4,0.174628923560786
45.4,0.163249432984318,45.4,0.153578383676238,45.4,0.0804277366717892,45.4,0.019540211968373,45.4,0.109765597019435,45.4,0.174620867840064
46.4,0.163240182200521,46.4,0.153686558550822,46.4,0.0805877899853675,46.4,0.0195610129861192,46.4,0.109792620446044,46.4,0.174624863223175
47.4,0.163273977445885,47.4,0.153720980043303,47.4,0.0807412616055473,47.4,0.0195919699117952,47.4,0.109766722373398,47.4,0.174640211249653
48.4,0.16330279094357,48.4,0.153691940301437,48.4,0.0808804579776646,48.4,0.0196343948370782,48.4,0.109694542923743,48.4,0.174671035199807
49.4,0.163291867877004,49.4,0.153624212922634,49.4,0.0810014333745757,49.4,0.0196885291278753,49.4,0.109589049819623,49.4,0.174718816307202
50.4,0.163264365239237,50.4,0.153555115913968,50.4,0.0811081436924679,50.4,0.0197533885924198,50.4,0.1094688609381,50.4,0.174790211954782
51.4,0.163264036125028,51.4,0.153522681271587,51.4,0.0812047918862329,51.4,0.0198252698008989,51.4,0.109355373694957,51.4,0.174888348540395
52.4,0.163370152046269,52.4,0.153557731373461,52.4,0.0812990990957747,52.4,0.0198991407622533,52.4,0.109268475622332,52.4,0.175018924474215
53.4,0.163666035376317,53.4,0.153680822529585,53.4,0.0813947422145311,53.4,0.0199684279016355,53.4,0.109223834453925,53.4,0.175185182416719
54.4,0.164199880961969,54.4,0.153893000827372,54.4,0.0814923660350588,54.4,0.0200258034301974,54.4,0.109230173886499,54.4,0.175386637648283
55.4,0.164990037268962,55.4,0.154176479919054,55.4,0.0815913586352767,55.4,0.0200645671240947,55.4,0.109288722415637,55.4,0.175621100417264
56.4,0.166001412656462,56.4,0.154501563534064,56.4,0.0816855832513785,56.4,0.0200792711902502,56.4,0.109393584385898,56.4,0.175879804775685
