(R) Hippocampal formation slice 1 time (s),(R) Hippocampal formation slice 1 amplitude,(R) Hypothalamus slice 1 time (s),(R) Hypothalamus slice 1 amplitude,(R) IsocortexUD slice 1 time (s),(R) IsocortexUD slice 1 amplitude,(R) Pallidum slice 1 time (s),(R) Pallidum slice 1 amplitude,(R) Striatum slice 1 time (s),(R) Striatum slice 1 amplitude,(R) Thalamus slice 1 time (s),(R) Thalamus slice 1 amplitude
0.4,0.0593332017275784,0.4,0.150642402455965,0.4,0.0974274841448408,0.4,0.0204143440923184,0.4,0.114210603198603,0.4,0.120452437878543
1.4,0.0603928560450787,1.4,0.150488411257818,1.4,0.0970075686689666,1.4,0.0203298464070701,1.4,0.1140126627601,1.4,0.120223047904795
2.4,0.0613017902532398,2.4,0.150317115152802,2.4,0.096652512482685,2.4,0.0202485965799213,2.4,0.11388775736766,2.4,0.119987395186591
3.4,0.0619931841585092,3.4,0.150140207285978,3.4,0.0963734090159397,3.4,0.0201748177767523,3.4,0.113835056348738,3.4,0.119767838046927
4.4,0.0624318577503814,4.4,0.149971985606756,4.4,0.0961695924587432,4.4,0.0201123099443807,4.4,0.113842174212418,4.4,0.119586316638386
5.4,0.0626197236692456,5.4,0.149827330937542,5.4,0.096032417241189,5.4,0.0200647959233372,5.4,0.113889940983272,5.4,0.119455325516771
6.4,0.062585048939586,6.4,0.149718191373561,6.4,0.0959450057685153,6.4,0.0200350314199778,6.4,0.113957341762242,6.4,0.119380810107776
7.4,0.0623828290476372,7.4,0.149653193538213,7.4,0.095892342364224,7.4,0.0200258248431154,7.4,0.114028155689073,7.4,0.119360154108884
8.4,0.062079499466118,8.4,0.149635431097881,8.4,0.095864044102695,8.4,0.0200380510826932,8.4,0.114091817154078,8.4,0.119385432287682
9.4,0.0617500008249023,9.4,0.149663436463367,9.4,0.095863168127776,9.4,0.0200708375283291,9.4,0.114146868619601,9.4,0.119446210846807
10.4,0.0614556494033931,10.4,0.149731218284153,10.4,0.0958971652014321,10.4,0.0201212346921387,10.4,0.114197093441779,10.4,0.119531332743167
11.4,0.0612431741165303,11.4,0.149828088289181,11.4,0.0959784022282346,11.4,0.0201841314449281,11.4,0.114250164191412,11.4,0.119632093680158
12.4,0.0611409292478695,12.4,0.149940196356162,12.4,0.0961186079411726,12.4,0.0202522553997083,12.4,0.114309342275291,12.4,0.119738837428534
13.4,0.0611499722653225,13.4,0.150049800745364,13.4,0.0963184131149463,13.4,0.0203172152808342,13.4,0.114375347507687,13.4,0.119845178289579
14.4,0.0612496886872411,14.4,0.150140035763418,14.4,0.096562659736514,14.4,0.0203699164574986,14.4,0.114442651719623,14.4,0.119943700925
15.4,0.0614026833409655,15.4,0.150193190129755,15.4,0.0968173656191253,15.4,0.0204028352239158,15.4,0.114498706097547,15.4,0.120025482650913
16.4,0.0615587306777608,16.4,0.150197545280064,16.4,0.0970375853813377,16.4,0.0204107772551231,16.4,0.114529273535346,16.4,0.12008103603046
17.4,0.0616619612489874,17.4,0.150145889753468,17.4,0.0971675016427904,17.4,0.020392152531699,17.4,0.114521306419005,17.4,0.120101110958925
18.4,0.0616622661131821,18.4,0.1500408303202,18.4,0.0971581042043597,18.4,0.0203503882429963,18.4,0.114467331967513,18.4,0.120078802470543
19.4,0.0615217148172311,19.4,0.149892281611805,19.4,0.0969777023172265,19.4,0.0202919884014514,19.4,0.114368182007222,19.4,0.120012124517142
20.4,0.061226799263276,20.4,0.149719220681744,20.4,0.0966228627015749,20.4,0.0202273046856329,20.4,0.114234272898844,20.4,0.119905861482875
21.4,0.0607883469814392,21.4,0.149543734568377,21.4,0.0961188547815764,21.4,0.0201675734715341,21.4,0.114083907902328,21.4,0.119771511205375
22.4,0.0602424055085667,22.4,0.149387241711745,22.4,0.0955223943974739,22.4,0.0201231710134264,22.4,0.113938354814908,22.4,0.119628369227122
23.4,0.059644606197384,23.4,0.14926977926857,23.4,0.0949045550559417,23.4,0.0201022120853461,23.4,0.113819749386037,23.4,0.119496893125014
24.4,0.0590608455896076,24.4,0.149200970792742,24.4,0.0943435434469384,24.4,0.0201078449238957,24.4,0.113741762798872,24.4,0.119397972937389
25.4,0.0585563865483732,25.4,0.149181170461183,25.4,0.0939052998960048,25.4,0.0201394228877288,25.4,0.11371145873823,25.4,0.11934650665116
26.4,0.0581806772745145,26.4,0.149202432982063,26.4,0.0936308431091774,26.4,0.0201913959523951,26.4,0.113724913579842,26.4,0.119349538677031
27.4,0.0579631713199898,27.4,0.149250291827079,27.4,0.0935323304311031,27.4,0.0202548419832841,27.4,0.113769751639211,27.4,0.119405443965948
28.4,0.0579001840847085,28.4,0.149306114611673,28.4,0.0935853745565422,28.4,0.0203195725712996,28.4,0.113828426501638,28.4,0.119503365289384
29.4,0.0579626902529518,29.4,0.149354631378491,29.4,0.0937406875806763,29.4,0.0203758470239211,29.4,0.113881172761789,29.4,0.119627305512983
30.4,0.0581026210027046,30.4,0.149384906193996,30.4,0.0939380905688155,30.4,0.020416475593024,30.4,0.113913873559351,30.4,0.119758256411907
31.4,0.0582593227285386,31.4,0.149393290050675,31.4,0.0941173205936428,31.4,0.0204371671740762,31.4,0.113917493784889,31.4,0.119880699903635
32.4,0.0583775240144257,32.4,0.14938399870957,32.4,0.0942330766159222,32.4,0.0204376273746156,32.4,0.113893371628742,32.4,0.119984707360892
33.4,0.0584096784685611,33.4,0.149363336353033,33.4,0.0942600072660126,33.4,0.0204207553663167,33.4,0.113847670277038,33.4,0.120065232806426
34.4,0.0583270790205523,34.4,0.149339155602352,34.4,0.0941958478374655,34.4,0.0203915619125547,34.4,0.113791708267779,34.4,0.120121701161581
