(R) Hippocampal formation slice 1 time (s),(R) Hippocampal formation slice 1 amplitude,(R) Hypothalamus slice 1 time (s),(R) Hypothalamus slice 1 amplitude,(R) IsocortexUD slice 1 time (s),(R) IsocortexUD slice 1 amplitude,(R) Pallidum slice 1 time (s),(R) Pallidum slice 1 amplitude,(R) Striatum slice 1 time (s),(R) Striatum slice 1 amplitude,(R) Thalamus slice 1 time (s),(R) Thalamus slice 1 amplitude
0.4,0.082266921410605,0.4,0.134908006616839,0.4,0.0829951908765303,0.4,0.0180015555892658,0.4,0.151924372297761,0.4,0.134778095409609
1.4,0.0869637593294425,1.4,0.134855240688813,1.4,0.0854120269113859,1.4,0.0182967518515337,1.4,0.154048467059444,1.4,0.134458577338497
2.4,0.0909950936611755,2.4,0.134804060275141,2.4,0.0875595991259134,2.4,0.0185518192483728,2.4,0.155888436132737,2.4,0.134215007218043
3.4,0.0940532977025371,3.4,0.134763204110843,3.4,0.0892650667967254,3.4,0.0187375563323923,3.4,0.157304769182798,3.4,0.134045491567174
4.4,0.0959817989857614,4.4,0.134739848075857,4.4,0.090426412344905,4.4,0.0188358190681827,4.4,0.158221905548387,4.4,0.133942153536335
5.4,0.0967868575228817,5.4,0.134738593699634,5.4,0.0910198333746571,5.4,0.0188428684179854,5.4,0.15863875434987,5.4,0.133883836330683
6.4,0.0966224826719378,6.4,0.134758460481968,6.4,0.0910952551132452,6.4,0.0187701306421639,6.4,0.158621559420376,6.4,0.133843613993594
7.4,0.0957604564371298,7.4,0.134794953712302,7.4,0.0907719115857818,7.4,0.0186418347926411,7.4,0.158291031880526,7.4,0.133795604729174
8.4,0.0945299112145364,8.4,0.134840129999064,8.4,0.0902065035461677,8.4,0.0184901794229684,8.4,0.157792064405277,8.4,0.133720696530829
9.4,0.0932627068256939,9.4,0.134886454622073,9.4,0.0895676652023588,9.4,0.0183492558648297,9.4,0.157269431768351,9.4,0.133607878839928
10.4,0.0922328779616537,10.4,0.134926262825159,10.4,0.0890036067971584,10.4,0.0182475440827916,10.4,0.156837713675829,10.4,0.13345770457704
11.4,0.0916318289108568,11.4,0.134955398754263,11.4,0.0886265635788543,11.4,0.0182046280214865,11.4,0.156571584816804,11.4,0.133285481739648
